Station Na,Station Id,State Code,State Name,Network Co,Network Na,Elevation,Latitude,Longitude,County Nam,County Cod,Start Date,End Date,Aspect_tif,Slope_tif1,LandCover,LC_Detail
Seventysix Creek,746,NV,NEVADA,SNTL,SNOTEL,7350,41.73732,-115.47215,Elko,7,10/1/1978,1/1/2100,166.5257,1.75983,41,Deciduous Forest
Shanghi Summit,747,ID,IDAHO,SNTL,SNOTEL,4600,46.56603,-115.74216,Clearwater,35,10/1/1982,1/1/2100,218.3353,2.27341,71,Grassland_Herbaceous
Sharkstooth,1060,CO,COLORADO,SNTL,SNOTEL,10747,37.50356,-108.11405,Montezuma,83,10/1/2004,1/1/2100,174.82039,3.39538,42,Evergreen Forest
Sheep Canyon,748,WA,WASHINGTON,SNTL,SNOTEL,3990,46.19325,-122.25393,Cowlitz,15,10/1/1980,1/1/2100,324.16031,4.9941,42,Evergreen Forest
Sheep Mtn.,749,ID,IDAHO,SNTL,SNOTEL,6650,43.2103,-111.68792,Bingham,11,10/1/1978,1/1/2100,36.82429,10.33342,21,Developed_Open Space
Sheldon,750,NV,NEVADA,SNTL,SNOTEL,5865,41.90435,-119.44464,Washoe,31,10/1/1988,1/1/2100,258.21432,5.63881,52,Shrub_Scrub
Shell Creek,751,WY,WYOMING,SNTL,SNOTEL,9580,44.50012,-107.42947,Big Horn,3,10/1/1978,1/1/2100,328.51816,4.28386,42,Evergreen Forest
Sherwin,752,ID,IDAHO,SNTL,SNOTEL,3200,46.95028,-116.33972,Latah,57,10/1/1979,1/1/2100,23.58195,11.76492,42,Evergreen Forest
Short Creek,753,MT,MONTANA,SNTL,SNOTEL,7000,44.97572,-111.95215,Madison,57,10/1/1985,1/1/2100,338.90323,21.13519,42,Evergreen Forest
Shower Falls,754,MT,MONTANA,SNTL,SNOTEL,8100,45.40125,-110.95758,Gallatin,31,10/1/1964,1/1/2100,38.48732,9.1396,42,Evergreen Forest
Shuree,1169,NM,NEW MEXICO,SNTL,SNOTEL,10092,36.78765,-105.2392,Taos,55,8/9/2010,1/1/2100,220.52922,10.47049,52,Shrub_Scrub
Sierra Blanca,1034,NM,NEW MEXICO,SNTL,SNOTEL,10268,33.40682,-105.79467,Lincoln,27,9/30/2002,1/1/2100,330.43048,6.70698,52,Shrub_Scrub
Signal Peak,755,NM,NEW MEXICO,SNTL,SNOTEL,8405,32.92342,-108.14546,Grant,17,10/1/1978,1/1/2100,312.63147,5.84257,52,Shrub_Scrub
Silver Creek,756,OR,OREGON,SNTL,SNOTEL,5740,42.95615,-121.18123,Lake,37,10/1/1979,1/1/2100,62.70269,2.37249,42,Evergreen Forest
Silver Creek Divide,757,NM,NEW MEXICO,SNTL,SNOTEL,9096,33.3696,-108.70711,Catron,3,10/1/1978,1/1/2100,344.17044,13.3687,42,Evergreen Forest
Silver Creek Nv,1205,NV,NEVADA,SNTL,SNOTEL,8200,39.23305,-114.2429,White Pine,33,12/22/2011,1/1/2100,12.98542,41.42835,42,Evergreen Forest
Silvies,759,OR,OREGON,SNTL,SNOTEL,6990,42.75333,-118.68785,Harney,25,10/1/1978,1/1/2100,267.75409,3.48792,52,Shrub_Scrub
Skalkaho Summit,760,MT,MONTANA,SNTL,SNOTEL,7250,46.24212,-113.7725,Granite,39,10/1/1966,1/1/2100,95.09019,1.97007,42,Evergreen Forest
Skate Creek,1257,WA,WASHINGTON,SNTL,SNOTEL,3770,46.64336,-121.83044,Lewis,41,10/15/2014,1/1/2100,50.49436,17.27738,52,Shrub_Scrub
Skookum Creek,912,WA,WASHINGTON,SNTL,SNOTEL,3310,47.68433,-121.61007,King,33,8/28/1995,1/1/2100,0.7127,37.08806,42,Evergreen Forest
Slagamelt Lakes,1286,MT,MONTANA,SNTL,SNOTEL,8620,45.36526,-113.71834,Beaverhead,1,9/14/2017,1/1/2100,218.38507,9.7705,42,Evergreen Forest
Sleeping Woman,783,MT,MONTANA,SNTL,SNOTEL,6150,47.17902,-114.33368,Sanders,89,10/1/1988,1/1/2100,64.96268,10.755,42,Evergreen Forest
Slug Creek Divide,761,ID,IDAHO,SNTL,SNOTEL,7225,42.56248,-111.29797,Caribou,29,10/1/1978,1/1/2100,4.54192,20.19552,42,Evergreen Forest
Slumgullion,762,CO,COLORADO,SNTL,SNOTEL,11560,37.99076,-107.20392,Hinsdale,53,10/1/1979,1/1/2100,37.28617,9.31552,42,Evergreen Forest
Smiley Mountain,926,ID,IDAHO,SNTL,SNOTEL,9520,43.72718,-113.83402,Custer,37,9/19/2001,1/1/2100,102.01812,13.42125,42,Evergreen Forest
Smith  Morehouse,763,UT,UTAH,SNTL,SNOTEL,7631,40.78931,-111.09192,Summit,43,10/1/1978,1/1/2100,299.78271,12.62784,42,Evergreen Forest
Smith Ridge,1167,OR,OREGON,SNTL,SNOTEL,3270,44.30325,-122.04053,Linn,43,10/1/2011,1/1/2100,138.07472,13.01135,42,Evergreen Forest
Snake River Station,764,WY,WYOMING,SNTL,SNOTEL,6920,44.13361,-110.66917,Teton,39,10/1/1989,1/1/2100,32.939,1.29421,52,Shrub_Scrub
Snider Basin,765,WY,WYOMING,SNTL,SNOTEL,8060,42.4949,-110.53203,Sublette,35,9/15/1980,1/1/2100,25.71229,13.45481,52,Shrub_Scrub
Snow Mountain,767,OR,OREGON,SNTL,SNOTEL,6230,43.94885,-119.54013,Harney,25,10/1/1978,1/1/2100,149.62773,6.15125,42,Evergreen Forest
Snowbird,766,UT,UTAH,SNTL,SNOTEL,9177,40.56914,-111.65852,Salt Lake,35,8/23/1989,1/1/2100,337.83844,12.63399,42,Evergreen Forest
Snowslide Canyon,927,AZ,ARIZONA,SNTL,SNOTEL,9744,35.34179,-111.65084,Coconino,5,9/1/1997,1/1/2100,42.04646,7.37,42,Evergreen Forest
Snowstorm Mtn,1208,NV,NEVADA,SNTL,SNOTEL,7403,41.33981,-116.98044,Elko,7,12/23/2011,1/1/2100,308.07117,12.83747,41,Deciduous Forest
Soldier Park,1132,WY,WYOMING,SNTL,SNOTEL,8720,44.34847,-107.0136,Johnson,19,8/6/2010,1/1/2100,200.845,8.78136,42,Evergreen Forest
Soldier R.S.,769,ID,IDAHO,SNTL,SNOTEL,5740,43.48407,-114.82692,Camas,25,10/1/1985,1/1/2100,206.75798,47.92319,52,Shrub_Scrub
Somsen Ranch,770,ID,IDAHO,SNTL,SNOTEL,6800,42.95275,-111.35933,Caribou,29,10/1/1978,1/1/2100,16.17789,15.6769,52,Shrub_Scrub
Sonora Pass,771,CA,CALIFORNIA,SNTL,SNOTEL,8770,38.31021,-119.6003,Mono,51,10/1/1978,1/1/2100,66.97102,18.4835,42,Evergreen Forest
Sourdough Gulch,985,WA,WASHINGTON,SNTL,SNOTEL,4000,46.23718,-117.39438,Asotin,3,7/1/2000,1/1/2100,47.41795,4.19369,71,Grassland_Herbaceous
South Brush Creek,772,WY,WYOMING,SNTL,SNOTEL,8495,41.3295,-106.5025,Carbon,7,2/1/1976,1/1/2100,195.92313,3.63655,42,Evergreen Forest
South Colony,773,CO,COLORADO,SNTL,SNOTEL,10868,37.96647,-105.53671,Custer,27,10/1/1990,1/1/2100,94.69091,4.43562,42,Evergreen Forest
South Fork Bull Run,925,OR,OREGON,SNTL,SNOTEL,2690,45.44575,-122.03125,Clackamas,5,9/18/1997,1/1/2100,214.98772,3.90591,42,Evergreen Forest
South Mtn.,774,ID,IDAHO,SNTL,SNOTEL,6500,42.76478,-116.90037,Owyhee,73,10/1/1978,1/1/2100,104.91502,13.18674,42,Evergreen Forest
South Pass,775,WY,WYOMING,SNTL,SNOTEL,9040,42.57317,-108.84325,Fremont,13,10/1/1984,1/1/2100,31.15501,12.42816,42,Evergreen Forest
Spencer Meadow,776,WA,WASHINGTON,SNTL,SNOTEL,3400,46.1795,-121.92661,Skamania,59,10/1/1980,1/1/2100,280.61658,7.35944,42,Evergreen Forest
Spirit Lake,777,WA,WASHINGTON,SNTL,SNOTEL,3520,46.26113,-122.1772,Skamania,59,10/1/1983,1/1/2100,183.61665,13.89073,71,Grassland_Herbaceous
Spirit Lk,1117,UT,UTAH,SNTL,SNOTEL,10235,40.83868,-110.00527,Daggett,9,10/1/2009,1/1/2100,97.03829,4.55006,42,Evergreen Forest
Spratt Creek,778,CA,CALIFORNIA,SNTL,SNOTEL,6063,38.66627,-119.81741,Alpine,3,10/1/1983,1/1/2100,47.06446,5.49226,52,Shrub_Scrub
Spring Creek Divide,779,WY,WYOMING,SNTL,SNOTEL,9000,42.52516,-110.66148,Sublette,35,10/1/1978,1/1/2100,105.46944,5.91315,42,Evergreen Forest
Spruce Springs,984,WA,WASHINGTON,SNTL,SNOTEL,5700,46.18287,-117.54155,Garfield,23,7/1/2000,1/1/2100,148.04207,10.94025,42,Evergreen Forest
Spud Mountain,780,CO,COLORADO,SNTL,SNOTEL,10674,37.69883,-107.77841,San Juan,111,10/1/1985,1/1/2100,222.01042,4.431,41,Deciduous Forest
Spur Park,781,MT,MONTANA,SNTL,SNOTEL,8100,46.77962,-110.62165,Judith Basin,45,10/1/1966,1/1/2100,317.88321,8.3761,42,Evergreen Forest
Squaw Flat,782,ID,IDAHO,SNTL,SNOTEL,6240,44.77091,-116.24805,Adams,3,10/1/1979,1/1/2100,134.65349,10.82012,42,Evergreen Forest
St. Lawrence Alt,786,WY,WYOMING,SNTL,SNOTEL,8620,43.03313,-109.17025,Fremont,13,10/1/1983,1/1/2100,3.16337,10.68083,42,Evergreen Forest
Stag Mountain,1203,NV,NEVADA,SNTL,SNOTEL,7640,41.408,-115.4464,Elko,7,12/23/2011,1/1/2100,159.66377,8.43946,71,Grassland_Herbaceous
Stahl Peak,787,MT,MONTANA,SNTL,SNOTEL,6030,48.90902,-114.86298,Lincoln,53,10/1/1968,1/1/2100,7.39363,5.29355,42,Evergreen Forest
Stampede Pass,788,WA,WASHINGTON,SNTL,SNOTEL,3850,47.27427,-121.34162,King,33,10/1/1979,1/1/2100,322.17853,11.35643,42,Evergreen Forest
Starr Ridge,789,OR,OREGON,SNTL,SNOTEL,5250,44.26423,-119.02162,Grant,23,10/1/1979,1/1/2100,266.72247,6.70228,42,Evergreen Forest
State Line,1258,CA,CALIFORNIA,SNTL,SNOTEL,5680,41.98609,-120.71574,Modoc,49,6/17/2014,1/1/2100,254.17009,0.9207,71,Grassland_Herbaceous
Steel Creek Park,790,UT,UTAH,SNTL,SNOTEL,10158,40.90862,-110.50462,Summit,43,10/1/1978,1/1/2100,15.52711,14.27436,42,Evergreen Forest
Stevens Pass,791,WA,WASHINGTON,SNTL,SNOTEL,3950,47.74607,-121.09288,King,33,10/1/1979,1/1/2100,332.327,9.18515,42,Evergreen Forest
Stickney Mill,792,ID,IDAHO,SNTL,SNOTEL,7430,43.86117,-114.20902,Custer,37,10/1/1979,1/1/2100,7.69323,10.54459,42,Evergreen Forest
Stillwater Creek,793,CO,COLORADO,SNTL,SNOTEL,8880,40.22532,-105.9198,Grand,49,10/1/1985,1/1/2100,163.75835,6.93354,42,Evergreen Forest
Strawberry,794,OR,OREGON,SNTL,SNOTEL,5770,42.12587,-120.8361,Lake,37,10/1/1979,1/1/2100,197.05495,8.43842,42,Evergreen Forest
Strawberry Divide,795,UT,UTAH,SNTL,SNOTEL,8123,40.16483,-111.20665,Wasatch,51,10/1/1978,1/1/2100,30.37771,11.47084,41,Deciduous Forest
Stringer Creek,1009,MT,MONTANA,SNTL,SNOTEL,6550,46.9269,-110.90198,Meagher,59,10/1/1992,1/1/2100,207.10899,17.5919,42,Evergreen Forest
Stuart Mountain,901,MT,MONTANA,SNTL,SNOTEL,7400,46.99523,-113.92664,Missoula,63,7/26/1994,1/1/2100,191.77208,4.38946,42,Evergreen Forest
Stump Lakes,797,CO,COLORADO,SNTL,SNOTEL,11248,37.47647,-107.63348,La Plata,67,10/1/1985,1/1/2100,9.22553,7.48859,42,Evergreen Forest
Sucker Creek,798,WY,WYOMING,SNTL,SNOTEL,8880,44.7225,-107.40033,Sheridan,33,10/1/1978,1/1/2100,154.99156,5.50587,42,Evergreen Forest
Summer Rim,800,OR,OREGON,SNTL,SNOTEL,7080,42.6957,-120.80158,Lake,37,10/1/1978,1/1/2100,330.16806,5.12172,71,Grassland_Herbaceous
Summit Lake,801,OR,OREGON,SNTL,SNOTEL,5610,43.44907,-122.13808,Klamath,35,10/1/1978,1/1/2100,56.92258,7.29881,42,Evergreen Forest
Summit Lk,1194,NV,NEVADA,SNTL,SNOTEL,7615,41.48953,-118.99663,Humboldt,13,10/1/2011,1/1/2100,330.81561,16.14295,43,Mixed Forest
Summit Meadow,1052,CA,CALIFORNIA,SNTL,SNOTEL,9313,38.39747,-119.53522,Mono,51,10/1/2003,1/1/2100,279.78195,10.9847,52,Shrub_Scrub
Summit Ranch,802,CO,COLORADO,SNTL,SNOTEL,9371,39.71803,-106.1577,Summit,117,10/1/1979,1/1/2100,66.24154,5.09396,42,Evergreen Forest
Sun Pass,1078,OR,OREGON,SNTL,SNOTEL,5400,42.78637,-121.97715,Klamath,35,6/27/2006,1/1/2100,160.89413,2.42439,42,Evergreen Forest
Sunflower Flat,1249,UT,UTAH,SNTL,SNOTEL,10018,38.048,-111.33981,Garfield,17,10/23/2013,1/1/2100,33.50124,7.04687,43,Mixed Forest
Sunset,803,ID,IDAHO,SNTL,SNOTEL,5540,47.55545,-115.82422,Shoshone,79,10/1/1978,1/1/2100,245.14967,7.06705,42,Evergreen Forest
Surprise Lakes,804,WA,WASHINGTON,SNTL,SNOTEL,4290,46.09497,-121.76345,Skamania,59,10/1/1978,1/1/2100,53.91549,2.88974,42,Evergreen Forest
Suu Ranch,1248,UT,UTAH,SNTL,SNOTEL,8050,37.59711,-112.92949,Iron,21,10/1/2013,1/1/2100,24.61188,15.80785,41,Deciduous Forest
Swamp Creek,975,WA,WASHINGTON,SNTL,SNOTEL,3930,48.57142,-120.78267,Skagit,57,10/1/1999,1/1/2100,253.49849,18.6968,42,Evergreen Forest
Swan Lake Mtn,1077,OR,OREGON,SNTL,SNOTEL,6830,42.41323,-121.68002,Klamath,35,10/1/2006,1/1/2100,249.0927,7.22952,42,Evergreen Forest
Swede Peak,805,ID,IDAHO,SNTL,SNOTEL,7640,43.626,-113.96887,Blaine,13,10/1/1978,1/1/2100,14.05692,9.31056,42,Evergreen Forest
Swift Creek,1012,WA,WASHINGTON,SNTL,SNOTEL,4440,46.1638,-122.18402,Skamania,59,10/1/2001,1/1/2100,297.57016,5.00125,42,Evergreen Forest
Sylvan Lake,806,WY,WYOMING,SNTL,SNOTEL,8420,44.47764,-110.15651,Park,29,10/1/1978,1/1/2100,198.85701,1.80155,42,Evergreen Forest
Sylvan Road,807,WY,WYOMING,SNTL,SNOTEL,7120,44.47825,-110.03808,Park,29,10/1/1986,1/1/2100,170.4953,12.49482,42,Evergreen Forest
Tahoe City Cross,809,CA,CALIFORNIA,SNTL,SNOTEL,6797,39.17162,-120.15362,Placer,61,10/1/1980,1/1/2100,81.71317,5.79247,42,Evergreen Forest
Takka Wiiya,1247,UT,UTAH,SNTL,SNOTEL,9122,39.74104,-113.98262,Juab,23,10/1/2013,1/1/2100,9.32539,10.02885,41,Deciduous Forest
Taos Powderhorn,1168,NM,NEW MEXICO,SNTL,SNOTEL,11045,36.58195,-105.45617,Taos,55,8/9/2010,1/1/2100,329.29126,23.6374,42,Evergreen Forest
Taos Pueblo,1307,NM,NEW MEXICO,SNTL,SNOTEL,11020,36.54099,-105.35944,Colfax,7,9/21/2021,1/1/2100,106.23806,10.69438,42,Evergreen Forest
Taylor Butte,810,OR,OREGON,SNTL,SNOTEL,5030,42.69108,-121.42592,Klamath,35,10/1/1978,1/1/2100,120.99636,1.10366,42,Evergreen Forest
Taylor Canyon,811,NV,NEVADA,SNTL,SNOTEL,6325,41.2287,-116.0293,Elko,7,10/1/1980,1/1/2100,272.66031,2.78284,52,Shrub_Scrub
Taylor Green,812,OR,OREGON,SNTL,SNOTEL,5740,45.07707,-117.55067,Baker,1,10/1/1978,1/1/2100,21.0175,8.79116,52,Shrub_Scrub
Temple Fork,1013,UT,UTAH,SNTL,SNOTEL,7406,41.793,-111.54605,Cache,5,11/5/2001,1/1/2100,310.18719,10.91748,42,Evergreen Forest
Tent Mtn Lower,1202,NV,NEVADA,SNTL,SNOTEL,7100,40.97852,-115.17215,Elko,7,12/23/2011,1/1/2100,312.37662,10.8656,52,Shrub_Scrub
Tepee Creek,813,MT,MONTANA,SNTL,SNOTEL,8000,44.78562,-111.71,Madison,57,10/1/1971,1/1/2100,72.65777,11.32777,42,Evergreen Forest
Thaynes Canyon,814,UT,UTAH,SNTL,SNOTEL,9230,40.6235,-111.53322,Summit,43,6/20/1988,1/1/2100,338.8584,16.73574,43,Mixed Forest
Thistle Flat,1226,UT,UTAH,SNTL,SNOTEL,8787,39.23803,-111.51998,Sanpete,39,10/1/2012,1/1/2100,337.80417,6.25285,52,Shrub_Scrub
Three Creeks Meadow,815,OR,OREGON,SNTL,SNOTEL,5690,44.14425,-121.64095,Deschutes,17,10/1/1979,1/1/2100,11.69913,23.13804,71,Grassland_Herbaceous
Thumb Divide,816,WY,WYOMING,SNTL,SNOTEL,7980,44.36917,-110.57717,Teton,39,9/30/1987,1/1/2100,316.17081,4.17865,52,Shrub_Scrub
Thunder Basin,817,WA,WASHINGTON,SNTL,SNOTEL,4320,48.52753,-120.9895,Skagit,57,9/30/1987,1/1/2100,272.48102,2.56653,42,Evergreen Forest
Tie Creek,818,WY,WYOMING,SNTL,SNOTEL,6870,44.81243,-107.41017,Sheridan,33,8/1/1994,1/1/2100,272.35019,16.14725,42,Evergreen Forest
Timber Creek,819,WY,WYOMING,SNTL,SNOTEL,7950,44.0274,-109.17879,Park,29,8/1/1967,1/1/2100,266.7916,1.31042,42,Evergreen Forest
Timberline,1097,UT,UTAH,SNTL,SNOTEL,8736,39.67712,-110.43395,Carbon,7,10/1/2007,1/1/2100,280.11273,4.79194,21,Developed_Open Space
Timpanogos Divide,820,UT,UTAH,SNTL,SNOTEL,8140,40.42817,-111.61633,Utah,49,10/1/1978,1/1/2100,343.72076,7.45041,41,Deciduous Forest
Tinkham Creek,899,WA,WASHINGTON,SNTL,SNOTEL,2990,47.33198,-121.46975,King,33,10/1/1993,1/1/2100,86.16186,22.68457,42,Evergreen Forest
Tipton,821,OR,OREGON,SNTL,SNOTEL,5150,44.65567,-118.42617,Baker,1,10/1/1978,1/1/2100,332.98898,5.98809,42,Evergreen Forest
Tizer Basin,893,MT,MONTANA,SNTL,SNOTEL,6880,46.34937,-111.85308,Jefferson,43,10/1/1987,1/1/2100,182.76936,5.62732,42,Evergreen Forest
Toe Jam,1136,NV,NEVADA,SNTL,SNOTEL,7690,41.3187,-116.3408,Elko,7,10/1/2009,1/1/2100,321.49042,12.7049,41,Deciduous Forest
Togwotee Pass,822,WY,WYOMING,SNTL,SNOTEL,9580,43.74902,-110.0578,Teton,39,10/1/1960,1/1/2100,221.54486,1.77907,52,Shrub_Scrub
Toketee Airstrip,1044,OR,OREGON,SNTL,SNOTEL,3240,43.22718,-122.42537,Douglas,19,10/1/2003,1/1/2100,38.92187,2.31075,42,Evergreen Forest
Tolby,934,NM,NEW MEXICO,SNTL,SNOTEL,10220,36.47498,-105.19534,Colfax,7,8/10/1998,1/1/2100,320.24667,6.01718,42,Evergreen Forest
Tony Grove Lake,823,UT,UTAH,SNTL,SNOTEL,8474,41.89833,-111.62957,Cache,5,10/1/1978,1/1/2100,121.99172,5.49901,43,Mixed Forest
Tony Grove RS,1113,UT,UTAH,SNTL,SNOTEL,6332,41.88573,-111.56918,Cache,5,10/1/2009,1/1/2100,47.72682,6.33606,52,Shrub_Scrub
Touchet,824,WA,WASHINGTON,SNTL,SNOTEL,5530,46.11868,-117.8505,Columbia,13,10/1/1979,1/1/2100,222.53909,5.33811,42,Evergreen Forest
Tower,825,CO,COLORADO,SNTL,SNOTEL,10620,40.5374,-106.67655,Routt,107,10/1/1978,1/1/2100,189.39897,1.72184,90,Woody Wetlands
Townsend Creek,826,WY,WYOMING,SNTL,SNOTEL,8700,42.69525,-108.89572,Fremont,13,10/1/1979,1/1/2100,26.31809,7.32216,42,Evergreen Forest
Trapper Lake,827,CO,COLORADO,SNTL,SNOTEL,9759,39.99881,-107.23618,Garfield,45,10/1/1985,1/1/2100,343.54199,3.15919,71,Grassland_Herbaceous
Tres Ritos,1083,NM,NEW MEXICO,SNTL,SNOTEL,8755,36.1279,-105.52706,Taos,55,9/1/2006,1/1/2100,53.55302,3.86721,42,Evergreen Forest
Trial Lake,828,UT,UTAH,SNTL,SNOTEL,9992,40.678,-110.94873,Summit,43,10/1/1978,1/1/2100,267.82913,6.33366,42,Evergreen Forest
Trinchera,829,CO,COLORADO,SNTL,SNOTEL,10922,37.35296,-105.23259,Costilla,23,10/1/1988,1/1/2100,23.64714,4.80761,41,Deciduous Forest
Trinity,1171,WA,WASHINGTON,SNTL,SNOTEL,2930,48.0747,-120.8493,Chelan,7,8/18/2010,1/1/2100,173.67699,49.85309,42,Evergreen Forest
Trinity Mtn.,830,ID,IDAHO,SNTL,SNOTEL,7770,43.62903,-115.43818,Elmore,39,10/1/1978,1/1/2100,305.73621,10.61232,71,Grassland_Herbaceous
Triple Peak,831,WY,WYOMING,SNTL,SNOTEL,8500,42.76393,-110.5914,Sublette,35,10/1/1984,1/1/2100,53.72647,9.68997,42,Evergreen Forest
Trough,832,WA,WASHINGTON,SNTL,SNOTEL,5480,47.23328,-120.29412,Kittitas,37,10/1/1978,1/1/2100,30.24143,7.82019,52,Shrub_Scrub
Trout Creek,833,UT,UTAH,SNTL,SNOTEL,9518,40.739,-109.6728,Uintah,47,10/1/1978,1/1/2100,26.75024,10.29819,42,Evergreen Forest
Truckee #2,834,CA,CALIFORNIA,SNTL,SNOTEL,6509,39.30087,-120.18407,Placer,61,10/1/1980,1/1/2100,65.05423,10.00929,42,Evergreen Forest
Twelvemile Creek,835,MT,MONTANA,SNTL,SNOTEL,5600,46.14287,-114.44755,Ravalli,81,10/1/1967,1/1/2100,194.53625,9.69362,42,Evergreen Forest
Twin Lakes,836,MT,MONTANA,SNTL,SNOTEL,6400,46.1438,-114.5056,Ravalli,81,10/1/1967,1/1/2100,49.84281,9.35947,42,Evergreen Forest
Two Ocean Plateau,837,WY,WYOMING,SNTL,SNOTEL,9240,44.15178,-110.22122,Teton,39,10/1/1979,1/1/2100,0.80585,18.52943,52,Shrub_Scrub
University Camp,838,CO,COLORADO,SNTL,SNOTEL,10360,40.03307,-105.57562,Boulder,13,10/1/1978,1/1/2100,114.50619,2.74504,42,Evergreen Forest
Upper Joes Valley,1227,UT,UTAH,SNTL,SNOTEL,8596,39.4155,-111.2491,Emery,15,10/1/2012,1/1/2100,45.60813,8.1238,41,Deciduous Forest
Upper Rio Grande,839,CO,COLORADO,SNTL,SNOTEL,9379,37.72172,-107.25971,Hinsdale,53,10/1/1985,1/1/2100,10.54665,13.80469,42,Evergreen Forest
Upper San Juan,840,CO,COLORADO,SNTL,SNOTEL,10140,37.48563,-106.83528,Mineral,79,10/1/1978,1/1/2100,181.50966,8.31766,41,Deciduous Forest
Upper Taylor,1141,CO,COLORADO,SNTL,SNOTEL,10717,38.99071,-106.74504,Gunnison,51,8/26/2009,1/1/2100,173.47025,18.29482,42,Evergreen Forest
Upper Wheeler,841,WA,WASHINGTON,SNTL,SNOTEL,4330,47.28734,-120.37015,Chelan,7,10/1/1979,1/1/2100,80.95456,8.82247,42,Evergreen Forest
Usu Doc Daniel,1098,UT,UTAH,SNTL,SNOTEL,8270,41.86425,-111.50603,Rich,33,10/1/2007,1/1/2100,1.12508,4.88451,42,Evergreen Forest
Ute Creek,1005,CO,COLORADO,SNTL,SNOTEL,10734,37.6148,-105.37322,Costilla,23,8/16/2000,1/1/2100,166.70918,15.71904,43,Mixed Forest
Vacarro Springs,1137,NV,NEVADA,SNTL,SNOTEL,7890,39.4495,-115.9834,Eureka,11,10/1/2011,1/1/2100,62.23341,14.00983,42,Evergreen Forest
Vacas Locas,1017,NM,NEW MEXICO,SNTL,SNOTEL,9364,36.02653,-106.81361,Rio Arriba,39,10/1/2001,1/1/2100,185.03224,9.59787,42,Evergreen Forest
Vail Mountain,842,CO,COLORADO,SNTL,SNOTEL,10310,39.61765,-106.38019,Eagle,37,10/1/1978,1/1/2100,32.26996,10.61688,23,Developed_Medium Intensity
Vallecito,843,CO,COLORADO,SNTL,SNOTEL,10782,37.48524,-107.50748,La Plata,67,10/1/1985,1/1/2100,142.18472,9.64612,42,Evergreen Forest
Van Wyck,979,ID,IDAHO,SNTL,SNOTEL,4920,44.37665,-116.3366,Washington,87,10/1/2000,1/1/2100,318.74976,13.25163,42,Evergreen Forest
Vernon Creek,844,UT,UTAH,SNTL,SNOTEL,7401,39.93667,-112.41478,Tooele,45,10/1/1978,1/1/2100,92.54684,17.58738,52,Shrub_Scrub
Vienna Mine,845,ID,IDAHO,SNTL,SNOTEL,8960,43.79942,-114.85273,Blaine,13,10/1/1978,1/1/2100,78.84251,6.43501,71,Grassland_Herbaceous
Virginia Lakes Ridge,846,CA,CALIFORNIA,SNTL,SNOTEL,9400,38.07298,-119.23433,Mono,51,10/1/1978,1/1/2100,21.03751,10.74875,42,Evergreen Forest
Wager Gulch,1188,CO,COLORADO,SNTL,SNOTEL,11132,37.88248,-107.36428,Hinsdale,53,7/28/2011,1/1/2100,337.52289,14.38346,42,Evergreen Forest
Waldron,847,MT,MONTANA,SNTL,SNOTEL,5600,47.91998,-112.79087,Teton,99,10/1/1968,1/1/2100,76.46727,18.0548,42,Evergreen Forest
Ward Creek #3,848,CA,CALIFORNIA,SNTL,SNOTEL,6745,39.13545,-120.21865,Placer,61,10/1/1979,1/1/2100,3.09866,8.05278,42,Evergreen Forest
Ward Mountain,849,NV,NEVADA,SNTL,SNOTEL,9163,39.13242,-114.95575,White Pine,33,10/1/1980,1/1/2100,194.84579,6.12162,41,Deciduous Forest
Warm Springs,850,MT,MONTANA,SNTL,SNOTEL,7800,46.27368,-113.164,Granite,39,7/1/1977,1/1/2100,48.5555,10.7572,42,Evergreen Forest
Waterhole,974,WA,WASHINGTON,SNTL,SNOTEL,5010,47.94485,-123.42594,Clallam,9,9/30/1999,1/1/2100,299.92221,15.62071,42,Evergreen Forest
Webber Springs,852,WY,WYOMING,SNTL,SNOTEL,9260,41.1591,-106.92809,Carbon,7,2/1/1976,1/1/2100,85.05148,7.29062,42,Evergreen Forest
Webster Flat,853,UT,UTAH,SNTL,SNOTEL,9203,37.575,-112.90155,Iron,21,7/22/1980,1/1/2100,173.00044,8.65642,41,Deciduous Forest
Wells Creek,909,WA,WASHINGTON,SNTL,SNOTEL,4030,48.8661,-121.78976,Whatcom,73,8/24/1995,1/1/2100,8.23373,11.25311,42,Evergreen Forest
Weminuche Creek,1160,CO,COLORADO,SNTL,SNOTEL,10749,37.51968,-107.32139,Hinsdale,53,10/1/2010,1/1/2100,169.55289,1.70411,42,Evergreen Forest
Wesner Springs,854,NM,NEW MEXICO,SNTL,SNOTEL,11151,35.77584,-105.54337,San Miguel,47,10/1/1988,1/1/2100,110.35692,12.15621,21,Developed_Open Space
West Branch,855,ID,IDAHO,SNTL,SNOTEL,5560,45.0722,-116.45413,Adams,3,10/1/1979,1/1/2100,149.33672,14.79859,42,Evergreen Forest
West Yellowstone,924,MT,MONTANA,SNTL,SNOTEL,6700,44.65866,-111.09199,Gallatin,31,10/1/1966,1/1/2100,248.47099,0.16237,42,Evergreen Forest
Wheeler Peak,1147,NV,NEVADA,SNTL,SNOTEL,10060,39.00995,-114.31021,White Pine,33,10/1/2010,1/1/2100,115.40048,12.33765,42,Evergreen Forest
